id,category_id,name,calorie,protein,fat,carbohydrate,detail,short_name
336,4,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372,33.8,19.7,29.5,食物繊維：AOAC2011.25法(100 g：155mL、100 mL：64g),だいず
337,4,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163,14.8,9.8,8.4,食物繊維：AOAC2011.25法,だいず
338,4,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402,33,21.7,28.8,(100 g：155mL、100 mL：64g),だいず
339,4,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391,32.8,19.5,30.8,(100 g：155mL、100 mL：64g),だいず
340,4,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414,33.6,22.6,30.7,(100 g：155mL、100 mL：64g),だいず
341,4,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349,33.9,18.8,28.9,ポリフェノール1.1ｇ食物繊維：AOAC2011.25法(100 g：155mL、100 mL：64g),だいず
342,4,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155,14.7,8.6,9.8,ポリフェノール0.4ｇ食物繊維：AOAC2011.25法,だいず
343,4,だいず　［全粒・全粒製品］　いり大豆　青大豆,425,37.7,20.7,33.9,,だいず
344,4,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429,37.5,21.6,33.3,,だいず
345,4,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431,36.4,22,34.3,,だいず
346,4,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124,12.9,6.7,7.7,液汁を除いたもの,だいず
347,4,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186,16.6,9.8,13.8,試料： レトルト製品AOAC2011.25法,だいず
348,4,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424,37,22.8,29.3,(100 g：292mL、100 mL：34g),だいず
349,4,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418,36.6,24.6,28.3,別名：青大豆きな粉、うぐいす色きな粉あるいはうぐいすきな粉食物繊維：AOAC2011.25法(100 g：292mL、100 mL：34g),だいず
350,4,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451,36.7,25.7,28.5,(100 g：292mL、100 mL：34g),だいず
351,4,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456,37.5,25.1,29.5,(100 g：292mL、100 mL：34g),だいず
352,4,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392,18.5,11.4,64.3,原材料材料配合割合：青きな粉1、上白糖1,だいず
353,4,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406,18.3,12.9,63.9,原材料材料配合割合：きな粉1、上白糖1,だいず
354,4,だいず　［全粒・全粒製品］　大豆はいが,404,37.8,14.7,39.5,,だいず
355,4,だいず　［全粒・全粒製品］　ぶどう豆,265,14.1,9.4,37,煮豆,だいず
356,4,だいず　［豆腐・油揚げ類］　木綿豆腐,73,7,4.9,1.5,凝固剤の種類は問わないもの食物繊維：AOAC2011.25法,だいず
357,4,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73,7,4.9,1.5,食物繊維：AOAC2011.25法,だいず
358,4,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73,7,4.9,1.5,食物繊維：AOAC2011.25法,だいず
359,4,だいず　［豆腐・油揚げ類］　絹ごし豆腐,56,5.3,3.5,2,凝固剤の種類は問わないもの食物繊維：AOAC2011.25法,だいず
360,4,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56,5.3,3.5,2,食物繊維：AOAC2011.25法,だいず
361,4,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56,5.3,3.5,2,食物繊維：AOAC2011.25法,だいず
362,4,だいず　［豆腐・油揚げ類］　ソフト豆腐,56,5.1,3.3,2,,だいず
363,4,だいず　［豆腐・油揚げ類］　充てん豆腐,56,5,3.1,2.5,,だいず
364,4,だいず　［豆腐・油揚げ類］　沖縄豆腐,99,9.1,7.2,0.7,別名： 島豆腐,だいず
365,4,だいず　［豆腐・油揚げ類］　ゆし豆腐,47,4.3,2.8,1.7,,だいず
366,4,だいず　［豆腐・油揚げ類］　焼き豆腐,82,7.8,5.7,1,,だいず
367,4,だいず　［豆腐・油揚げ類］　生揚げ,143,10.7,11.3,0.9,別名： 厚揚げ食物繊維：AOAC2011.25法,だいず
368,4,だいず　［豆腐・油揚げ類］　油揚げ　生,377,23.4,34.4,0.4,,だいず
369,4,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266,18.2,23.4,0,,だいず
370,4,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164,12.4,13.8,0.3,,だいず
371,4,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361,24.9,32.2,0.7,,だいず
372,4,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231,11.2,13,19.1,,だいず
373,4,だいず　［豆腐・油揚げ類］　がんもどき,223,15.3,17.8,1.6,,だいず
374,4,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496,50.5,34.1,4.2,別名： 高野豆腐試料： 炭酸水素ナトリウム処理製品,だいず
375,4,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104,10.7,7.3,1.1,別名： 高野豆腐湯戻し後、煮たもの,だいず
376,4,だいず　［豆腐・油揚げ類］　豆腐よう,183,9.5,8.3,19.1,,だいず
377,4,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121,14.9,4.4,6.7,原材料配合割合： 豆腐2、すり身1,だいず
378,4,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133,16.1,4.9,7.5,原材料配合割合： 豆腐2、すり身1,だいず
379,4,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332,34.7,21.5,3.8,,だいず
380,4,だいず　［納豆類］　糸引き納豆,184,16.5,10,12.1,ビタミンK： メナキノン-7を含む食物繊維：AOAC2011.25法,だいず
381,4,だいず　［納豆類］　挽きわり納豆,185,16.6,10,10.5,ビタミンK： メナキノン-7を含む,だいず
382,4,だいず　［納豆類］　五斗納豆,214,15.3,8.1,24,別名： こうじ納豆ビタミンK： メナキノン-7を含む,だいず
383,4,だいず　［納豆類］　寺納豆,248,18.6,8.1,31.5,別名： 塩辛納豆、浜納豆ビタミンK： メナキノン-7を含む,だいず
384,4,だいず　［その他］　おから　生,88,6.1,3.6,13.8,,だいず
385,4,だいず　［その他］　おから　乾燥,333,23.1,13.6,52.3,,だいず
386,4,だいず　［その他］　豆乳　豆乳,43,3.6,2.8,2.3,食物繊維：AOAC2011.25法,だいず
387,4,だいず　［その他］　豆乳　調製豆乳,61,3.2,3.6,4.8,食物繊維：AOAC2011.25法,だいず
388,4,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,57,2.2,2.2,7.8,食物繊維：AOAC2011.25法,だいず
389,4,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318,46.3,3,36.7,,だいず
390,4,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313,58.2,1.7,27.9,,だいず
391,4,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335,79.1,3,7.5,,だいず
392,4,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335,79.1,3,7.5,,だいず
393,4,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365,59.3,5,25.2,,だいず
394,4,だいず　［その他］　湯葉　生,218,21.8,13.7,4.1,,だいず
395,4,だいず　［その他］　湯葉　干し　乾,485,50.4,32.1,7.2,,だいず
396,4,だいず　［その他］　湯葉　干し　湯戻し,151,15.7,10.6,0.1,,だいず
397,4,だいず　［その他］　金山寺みそ,247,6.9,3.2,50,ビタミンK： メナキノン-7を含む,だいず
398,4,だいず　［その他］　ひしおみそ,198,6.5,2.7,38.8,ビタミンK： メナキノン-7を含む,だいず
399,4,だいず　［その他］　テンペ,180,15.8,9,15.4,丸大豆製品,だいず
400,4,つるあずき　全粒　乾,297,20.8,1.6,61.8,別名： たけあずき,つるあずき
401,4,つるあずき　全粒　ゆで,132,9.7,1,27.5,別名： たけあずき,つるあずき
402,4,ひよこまめ　全粒　乾,336,20,5.2,61.5,別名： チックピー、ガルバンゾー,ひよこまめ
403,4,ひよこまめ　全粒　ゆで,149,9.5,2.5,27.4,別名： チックピー、ガルバンゾー,ひよこまめ
404,4,ひよこまめ　全粒　フライ　味付け,366,18.8,10.4,62.6,別名： チックピー、ガルバンゾー,ひよこまめ
405,4,べにばないんげん　全粒　乾,273,17.2,1.7,61.2,別名： はなまめ,べにばないんげん
406,4,べにばないんげん　全粒　ゆで,103,6.2,0.6,22.3,別名： はなまめ,べにばないんげん
407,4,やぶまめ　乾,383,23.4,10.1,49.5,,やぶまめ
408,4,らいまめ　全粒　乾,306,21.9,1.8,60.8,別名： ライマビーン、バタービーン,らいまめ
409,4,らいまめ　全粒　ゆで,122,9.6,0.9,26,別名： ライマビーン、バタービーン,らいまめ
410,4,りょくとう　全粒　乾,319,25.1,1.5,59.1,別名： やえなり,りょくとう
411,4,りょくとう　全粒　ゆで,125,10.2,0.6,22.5,別名： やえなり,りょくとう
412,4,レンズまめ　全粒　乾,313,23.2,1.5,60.7,別名： ひらまめ(100 g：126mL、100 mL：80g),レンズまめ
413,4,レンズまめ　全粒　ゆで,149,11.2,0.8,29.1,別名： ひらまめ,レンズまめ
414,5,アーモンド　乾,609,19.6,51.8,20.9,,アーモンド
415,5,アーモンド　フライ　味付け,626,21.3,55.7,17.9,,アーモンド
416,5,アーモンド　いり　無塩,608,20.3,54.1,20.7,,アーモンド
417,5,あさ　乾,450,29.9,28.3,31.7,,あさ
418,5,あまに　いり,540,21.8,43.3,30.4,,あまに
419,5,えごま　乾,523,17.7,43.4,29.4,別名： あぶらえ,えごま
420,5,カシューナッツ　フライ　味付け,591,19.8,47.6,26.7,,カシューナッツ
421,5,かぼちゃ　いり　味付け,590,26.5,51.8,12,廃棄部位： 種皮,かぼちゃ
422,5,かや　いり,629,8.7,64.9,22.6,廃棄率： 殻つきの場合35%,かや
423,5,ぎんなん　生,168,4.7,1.6,34.8,廃棄部位： 殻及び薄皮,ぎんなん
424,5,ぎんなん　ゆで,169,4.6,1.5,35.8,薄皮を除いたもの,ぎんなん
425,5,（くり類）　日本ぐり　生,147,2.8,0.5,36.9,廃棄部位： 殻（鬼皮）及び渋皮（包丁むき）,日本ぐり
426,5,（くり類）　日本ぐり　ゆで,152,3.5,0.6,36.7,廃棄部位： 殻（鬼皮）及び渋皮,日本ぐり
427,5,（くり類）　日本ぐり　甘露煮,232,1.8,0.4,56.8,液汁を除いたもの,日本ぐり
428,5,（くり類）　中国ぐり　甘ぐり,207,4.9,0.9,48.5,別名： あまぐり廃棄部位： 殻（鬼皮）及び渋皮,中国ぐり
429,5,くるみ　いり,713,14.6,68.8,11.7,廃棄率： 殻つきの場合 55 %,くるみ
430,5,けし　乾,555,19.3,49.1,21.8,別名： ポピーシード,けし
431,5,ココナッツ　ココナッツパウダー,676,6.1,65.8,23.7,,ココナッツ
432,5,ごま　乾,604,19.8,53.8,16.5,試料： 洗いごま,ごま
433,5,ごま　いり,605,20.3,54.2,18.5,(100 g：154mL、100 mL：65g),ごま
434,5,ごま　むき,570,19.3,54.9,18.8,,ごま
435,5,ごま　ねり,646,19,61,15.6,(100 g：95mL、100 mL：105g),ごま
436,5,しい　生,244,3.2,0.8,57.6,別名： こじい廃棄部位： 殻及び渋皮,しい
437,5,すいか　いり　味付け,528,29.6,46.4,13.4,廃棄部位： 種皮,すいか
438,5,チアシード　乾,446,19.4,33.9,34.5,ポリフェノール： 0.4 g食物繊維：AOAC2011.25法,チアシード
439,5,とち　蒸し,148,1.7,1.9,34.2,試料： あく抜き冷凍品,とち
440,5,はす　未熟　生,81,5.9,0.5,14.9,廃棄部位： 殻及び薄皮,はす
441,5,はす　成熟　乾,327,18.3,2.3,64.3,殻、薄皮及び幼芽を除いたもの,はす
442,5,はす　成熟　ゆで,118,7.3,0.8,25,幼芽を除いたもの,はす
443,5,（ひし類）　ひし　生,183,5.8,0.5,40.6,廃棄部位： 果皮,ひし
444,5,（ひし類）　とうびし　生,122,2.7,0.4,31.4,廃棄部位： 皮食物繊維：AOAC2011.25法,とうびし
445,5,（ひし類）　とうびし　ゆで,120,2.7,0.3,30.5,廃棄部位： 皮食物繊維：AOAC2011.25法,とうびし
446,5,ピスタチオ　いり　味付け,617,17.4,56.1,20.9,廃棄部位： 殻,ピスタチオ
447,5,ひまわり　フライ　味付け,603,20.1,56.3,17.2,食物繊維：AOAC2011.25法,ひまわり
449,5,ブラジルナッツ　フライ　味付け,703,14.9,69.1,9.6,,ブラジルナッツ
450,5,ヘーゼルナッツ　フライ　味付け,701,13.6,69.3,13.9,別名： ヘイゼルナッツ、西洋はしばみ、フィルバート薄皮を除いたもの,ヘーゼルナッツ
452,5,ペカン　フライ　味付け,716,9.6,73.4,13.3,,ペカン
453,5,マカダミアナッツ　いり　味付け,751,8.3,76.7,12.2,,マカダミアナッツ
454,5,まつ　生,681,15.8,68.2,10.6,,まつ
455,5,まつ　いり,724,14.6,72.5,8.1,廃棄率： 殻つきの場合 40 %,まつ
456,5,らっかせい　大粒種　乾,572,25.2,47,19.4,別名： なんきんまめ、ピーナッツ廃棄率： 殻 26 % 及び種皮 4 %食物繊維：AOAC2011.25法,らっかせい
457,5,らっかせい　大粒種　いり,613,25,49.6,21.3,別名： なんきんまめ、ピーナッツ廃棄率： 殻 27 % 及び種皮 3 %食物繊維：AOAC2011.25法,らっかせい
458,5,らっかせい　小粒種　乾,573,25.4,47.5,18.8,別名： なんきんまめ、ピーナッツ廃棄率： 殻 27 % 及び種皮 3 %,らっかせい
459,5,らっかせい　小粒種　いり,607,26.5,49.4,19.6,別名： なんきんまめ、ピーナッツ廃棄率： 殻 27 % 及び種皮 3 %,らっかせい
460,5,らっかせい　バターピーナッツ,609,23.3,53.2,18.3,食物繊維：AOAC2011.25法,らっかせい
461,5,らっかせい　ピーナッツバター,599,20.6,50.4,24.9,食物繊維：AOAC2011.25法,らっかせい
462,6,アーティチョーク　花らい　生,39,2.3,0.2,11.3,別名： ちょうせんあざみ廃棄部位： 花床の基部及び総包の一部硝酸イオン： Tr,アーティチョーク
463,6,アーティチョーク　花らい　ゆで,35,2.1,0.1,10.8,別名： ちょうせんあざみ廃棄部位： 花床の基部及び総包の一部硝酸イオン： Tr,アーティチョーク
464,6,あさつき　葉　生,34,4.2,0.3,5.6,硝酸イオン： 0 g,あさつき
465,6,あさつき　葉　ゆで,41,4.2,0.3,7.3,硝酸イオン： 0 g,あさつき
466,6,あしたば　茎葉　生,30,3.3,0.1,6.7,別名： あしたぐさ、はちじょうそう廃棄部位： 基部硝酸イオン： Tr,あしたば
467,6,あしたば　茎葉　ゆで,28,2.9,0.1,6.6,別名： あしたぐさ、はちじょうそう基部を除いたものゆでた後水冷し、手搾りしたもの硝酸イオン： Tr,あしたば
468,6,アスパラガス　若茎　生,21,2.6,0.2,3.9,試料： グリーンアスパラガス廃棄部位： 株元硝酸イオン： Tr,アスパラガス
469,6,アスパラガス　若茎　ゆで,25,2.6,0.1,4.6,試料： グリーンアスパラガス株元を除いたもの硝酸イオン： Tr,アスパラガス
470,6,アスパラガス　若茎　油いため,54,2.9,3.9,4.1,試料： グリーンアスパラガス株元を除いたもの植物油（なたね油）調理による脂質の増減：第1章表14参照硝酸イオン： 0 g,アスパラガス
471,6,アスパラガス　水煮缶詰,24,2.4,0.1,4.3,試料： ホワイトアスパラガス液汁を除いたもの,アスパラガス
472,6,アロエ　葉　生,3,0,0.1,0.7,試料： アロエベラ及びキダチアロエ廃棄部位： 皮硝酸イオン： 0 g,アロエ
473,6,いんげんまめ　さやいんげん　若ざや　生,23,1.8,0.1,5.1,別名： さいとう（菜豆）、さんどまめ廃棄部位： すじ及び両端硝酸イオン： Tr,いんげんまめ
474,6,いんげんまめ　さやいんげん　若ざや　ゆで,24,1.8,0.2,5.5,別名： さいとう（菜豆）、さんどまめすじ及び両端を除いたもの硝酸イオン： Tr食物繊維：AOAC2011.25法,いんげんまめ
475,6,（うど類）　うど　茎　生,19,0.8,0.1,4.3,軟白栽培品廃棄部位： 株元、葉及び表皮硝酸イオン： Tr,うど
476,6,（うど類）　うど　茎　水さらし,13,0.6,0,3.4,軟白栽培品株元､葉及び表皮を除いたもの硝酸イオン： Tr,うど
477,6,（うど類）　やまうど　茎　生,19,1.1,0.1,4.3,廃棄部位： 株元、葉及び表皮硝酸イオン： Tr,やまうど
478,6,うるい　葉　生,19,1.9,0.4,4,別名： ウリッパ、アマナ、ギンボ等廃棄部位： 株元硝酸イオン： 0 g,うるい
479,6,えだまめ　生,125,11.7,6.2,8.8,廃棄部位： さや廃棄率： 茎つきの場合60 %硝酸イオン： 0 g,えだまめ
480,6,えだまめ　ゆで,118,11.5,6.1,8.9,廃棄部位： さや硝酸イオン： 0 g,えだまめ
481,6,えだまめ　冷凍,143,13,7.6,10.6,廃棄部位： さや硝酸イオン： 0 g,えだまめ
482,6,エンダイブ　葉　生,14,1.2,0.2,2.9,別名： きくちしゃ、にがちしゃ、シコレ廃棄部位： 株元硝酸イオン： 0.2 g,エンダイブ
483,6,（えんどう類）　トウミョウ　茎葉　生,28,3.8,0.4,4,硝酸イオン： Tr,トウミョウ
484,6,（えんどう類）　トウミョウ　芽ばえ　生,27,3.8,0.4,3.2,硝酸イオン： 0 g,トウミョウ
485,6,（えんどう類）　トウミョウ　芽ばえ　ゆで,28,3.6,0.6,3.8,ゆでた後水冷し、手搾りしたもの硝酸イオン： 0 g,トウミョウ
486,6,（えんどう類）　トウミョウ　芽ばえ　油いため,84,5,5.9,4.3,植物油（なたね油）調理による脂質の増減：第1章表14参照硝酸イオン： 0 g,トウミョウ
487,6,（えんどう類）　さやえんどう　若ざや　生,38,3.1,0.2,7.5,別名： きぬさやえんどう廃棄部位： すじ及び両端硝酸イオン： Tr,さやえんどう
488,6,（えんどう類）　さやえんどう　若ざや　ゆで,36,3.2,0.2,7,別名： きぬさやえんどうすじ及び両端を除いたもの硝酸イオン： Tr,さやえんどう
489,6,（えんどう類）　スナップえんどう　若ざや　生,47,2.9,0.1,9.9,別名： スナックえんどう廃棄部位： すじ及び両端硝酸イオン： 0 g,スナップえんどう
490,6,（えんどう類）　グリンピース　生,76,6.9,0.4,15.3,別名： みえんどうさやを除いたもの（さやつきの場合　廃棄率：55%）硝酸イオン： 0 g,グリンピース
491,6,（えんどう類）　グリンピース　ゆで,99,8.3,0.2,18.5,別名： みえんどうさやを除いたもの硝酸イオン： (0) g,グリンピース
492,6,（えんどう類）　グリンピース　冷凍,80,5.8,0.7,17.1,別名： みえんどう硝酸イオン： 0 g食物繊維：AOAC2011.25法,グリンピース
493,6,（えんどう類）　グリンピース　冷凍　ゆで,82,6.2,0.7,17.8,別名： みえんどう硝酸イオン： 0 g食物繊維：AOAC2011.25法,冷凍グリーンピース
494,6,（えんどう類）　グリンピース　冷凍　油いため,114,6.3,4.6,18.2,別名： みえんどう植物油（なたね油）調理による脂質の増減：第1章表14参照硝酸イオン： 0 g食物繊維：AOAC2011.25法,冷凍
495,6,（えんどう類）　グリンピース　水煮缶詰,82,3.6,0.4,19.7,別名： みえんどう液汁を除いたもの硝酸イオン： (0) g,グリンピース
496,6,おおさかしろな　葉　生,12,1.4,0.2,2.2,廃棄部位： 株元硝酸イオン： 0.3 g,おおさかしろな
497,6,おおさかしろな　葉　ゆで,16,1.6,0.3,3.1,廃棄部位： 株元ゆでた後水冷し、手搾りしたもの硝酸イオン： 0.2 g,おおさかしろな
498,6,おおさかしろな　塩漬,19,1.3,0.3,4.5,廃棄部位： 株元水洗いし、手搾りしたもの硝酸イオン： 0.3 g,おおさかしろな
499,6,おかひじき　茎葉　生,16,1.4,0.2,3.4,別名： みるな廃棄部位： 茎基部硝酸イオン： 0.5 g,おかひじき
500,6,おかひじき　茎葉　ゆで,16,1.2,0.1,3.8,別名： みるな茎基部を除いたもの硝酸イオン： 0.4 g,おかひじき
501,6,オクラ　果実　生,26,2.1,0.2,6.6,廃棄部位： へた硝酸イオン： Tr,オクラ
502,6,オクラ　果実　ゆで,25,2.1,0.1,7.6,廃棄部位： へた硝酸イオン： 0 g食物繊維：AOAC2011.25法,オクラ
503,6,かぶ　葉　生,20,2.3,0.1,3.9,別名： かぶら、すずな廃棄部位： 葉柄基部硝酸イオン： Tr,かぶ
504,6,かぶ　葉　ゆで,20,2.3,0.1,4.4,別名： かぶら、すずな廃棄部位： 葉柄基部ゆでた後水冷し、手搾りしたもの硝酸イオン： 0.1 g,かぶ
505,6,かぶ　根　皮つき　生,18,0.7,0.1,4.6,別名： かぶら、すずな廃棄部位： 根端及び葉柄基部廃棄率： 葉つきの場合 35%硝酸イオン： 0.1 g,かぶ
506,6,かぶ　根　皮つき　ゆで,18,0.7,0.1,4.7,別名： かぶら、すずな根端及び葉柄基部を除いたもの硝酸イオン： 0.1 g,かぶ
507,6,かぶ　根　皮なし　生,19,0.6,0.1,4.8,別名： かぶら、すずな廃棄部位： 根端、葉柄基部及び皮 廃棄率： 葉つきの場合 40%硝酸イオン： 0.1 g,かぶ
508,6,かぶ　根　皮なし　ゆで,20,0.6,0.1,5,別名： かぶら、すずな根端、葉柄基部及び皮を除いたもの硝酸イオン： 0.1 g,かぶ
509,6,かぶ　漬物　塩漬　葉,27,2.3,0.2,6,別名： かぶら、すずな廃棄部位： 葉柄基部水洗いし、手搾りしたもの,かぶ
510,6,かぶ　漬物　塩漬　根　皮つき,21,1,0.2,4.9,別名： かぶら、すずな水洗いし、手搾りしたもの,かぶ
511,6,かぶ　漬物　塩漬　根　皮なし,19,0.8,0.1,4.7,別名： かぶら、すずな水洗いし、手搾りしたもの硝酸イオン： 0.2 g,かぶ
512,6,かぶ　漬物　ぬかみそ漬　葉,35,3.3,0.1,7.1,別名： かぶら、すずな廃棄部位： 葉柄基部水洗いし、手搾りしたもの,かぶ
513,6,かぶ　漬物　ぬかみそ漬　根　皮つき,27,1.5,0.1,5.9,別名： かぶら、すずな水洗いし、水切りしたもの,かぶ
514,6,かぶ　漬物　ぬかみそ漬　根　皮なし,31,1.4,0.1,6.9,別名： かぶら、すずな水洗いし、水切りしたもの硝酸イオン： 0.2 g,かぶ
515,6,（かぼちゃ類）　日本かぼちゃ　果実　生,41,1.6,0.1,10.9,別名： とうなす、ぼうぶら、なんきん廃棄部位： わた、種子及び両端硝酸イオン： Tr,日本かぼちゃ
516,6,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,55,1.9,0.1,13.3,別名： とうなす、ぼうぶら、なんきんわた､種子及び両端を除いたもの硝酸イオン： (Tr)食物繊維：AOAC2011.25法,日本かぼちゃ
517,6,（かぼちゃ類）　西洋かぼちゃ　果実　生,78,1.9,0.3,20.6,別名： くりかぼちゃ廃棄部位： わた、種子及び両端硝酸イオン： Tr,西洋かぼちゃ
518,6,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,80,1.6,0.3,21.3,別名： くりかぼちゃわた、種子及び両端を除いたもの 硝酸イオン： 0 g,西洋かぼちゃ
519,6,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,105,2.5,0.4,27.7,別名： くりかぼちゃわた、種子及び両端を除いたもの硝酸イオン： 0 g,西洋かぼちゃ
520,6,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,75,2.2,0.3,18.5,別名： くりかぼちゃ硝酸イオン： Tr,果実
521,6,（かぼちゃ類）　そうめんかぼちゃ　果実　生,25,0.7,0.1,6.1,別名： ぺぽかぼちゃ、きんしうり、そうめんうり、いとかぼちゃ廃棄部位： わた、種子、皮及び両端硝酸イオン： 0.1 g,そうめんかぼちゃ
522,6,からしな　葉　生,26,3.3,0.1,4.7,別名： 葉がらし、菜がらし株元を除いたもの硝酸イオン： 0.3 g,からしな
523,6,からしな　塩漬,36,4,0.1,7.2,別名： 葉がらし、菜がらし株元を除いたもの水洗いし、手搾りしたもの硝酸イオン： 0.4 g,からしな
524,6,カリフラワー　花序　生,28,3,0.1,5.2,別名： はなやさい廃棄部位： 茎葉硝酸イオン： Tr,カリフラワー
525,6,カリフラワー　花序　ゆで,26,2.7,0.1,5.1,別名： はなやさい茎葉を除いたもの硝酸イオン： (Tr),カリフラワー
526,6,かんぴょう　乾,239,6.3,0.2,68.1,硝酸イオン： 0.5 g,かんぴょう
527,6,かんぴょう　ゆで,21,0.7,0,7.2,硝酸イオン： 0.1 g,かんぴょう
528,6,かんぴょう　甘煮,146,2.3,0.2,36.5,硝酸イオン： 0 g,かんぴょう
529,6,きく　花びら　生,25,1.4,0,6.5,別名： 食用ぎく、料理ぎく廃棄部位： 花床硝酸イオン： Tr,きく
530,6,きく　花びら　ゆで,21,1,0,5.7,別名： 食用ぎく、料理ぎく花床を除いたものゆでた後水冷し、手搾りしたもの硝酸イオン： Tr,きく
531,6,きく　菊のり,283,11.6,0.2,73.5,別名： 乾燥食用ぎく硝酸イオン： Tr,きく
532,6,（キャベツ類）　キャベツ　結球葉　生,23,1.2,0.1,5.2,別名： かんらん、たまな廃棄部位： しん硝酸イオン： 0.1 g食物繊維：AOAC2011.25法,キャベツ
533,6,（キャベツ類）　キャベツ　結球葉　ゆで,19,0.9,0.2,4.6,別名： かんらん、たまなしんを除いたもの硝酸イオン： 0.1 g,キャベツ
534,6,（キャベツ類）　キャベツ　結球葉　油いため,78,1.6,6,5.9,別名： かんらん、たまなしんを除いたもの植物油（なたね油）調理による脂質の増減：第1章表14参照硝酸イオン： 0.1 g,キャベツ
535,6,（キャベツ類）　グリーンボール　結球葉　生,20,1.4,0.1,4.3,廃棄部位： しん硝酸イオン： 0.1 g,グリーンボール
536,6,（キャベツ類）　レッドキャベツ　結球葉　生,30,2,0.1,6.7,別名： 赤キャベツ、紫キャベツ廃棄部位： しん硝酸イオン： Tr,レッドキャベツ
537,6,きゅうり　果実　生,13,1,0.1,3,廃棄部位： 両端硝酸イオン： Tr,きゅうり
538,6,きゅうり　漬物　塩漬,17,1,0.1,3.7,廃棄部位： 両端水洗いし、水切りしたもの硝酸イオン： Tr,きゅうり
539,6,きゅうり　漬物　しょうゆ漬,51,3.2,0.4,10.8,硝酸イオン： Tr,きゅうり
540,6,きゅうり　漬物　ぬかみそ漬,28,1.5,0.1,6.2,廃棄部位： 両端水洗いし、水切りしたもの硝酸イオン： Tr,きゅうり
541,6,きゅうり　漬物　ピクルス　スイート型,70,0.3,0.1,18.3,酢漬けしたもの硝酸イオン： (Tr),きゅうり
542,6,きゅうり　漬物　ピクルス　サワー型,13,1.4,0,2.5,乳酸発酵したもの硝酸イオン： (Tr),きゅうり
543,6,ぎょうじゃにんにく　葉　生,35,3.5,0.2,6.6,別名： アイヌねぎ、ヒトビロ、やまびる廃棄部位： 底盤部及び萌芽葉硝酸イオン： Tr,ぎょうじゃにんにく
544,6,キンサイ　茎葉　生,16,1.1,0.4,3.5,別名： 中国セロリ、スープセロリ、リーフセロリ廃棄部位： 株元硝酸イオン： 0.3 g,キンサイ
545,6,キンサイ　茎葉　ゆで,15,1.1,0.4,3.5,別名： 中国セロリ、スープセロリ、リーフセロリ株元を除いたもの硝酸イオン： 0.4 g,キンサイ
546,6,クレソン　茎葉　生,13,2.1,0.1,2.5,別名： オランダがらし、オランダみずがらし廃棄部位： 株元硝酸イオン： 0.1 g,クレソン
547,6,くわい　塊茎　生,128,6.3,0.1,26.6,廃棄部位： 皮及び芽,くわい
548,6,くわい　塊茎　ゆで,129,6.2,0.1,27.2,皮及び芽を除いたもの,くわい
